Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level
ELEC,The Smith Valley Forge,580 S Goddard Blvd,These stations are for Members Only,King of Prussia,PA,19406,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,40.086453,-75.407687,2023-02-27,148175,2023-02-27 23:01:34 UTC,,,,2019-09-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,
ELEC,"Walgreens - Feasterville, PA #7590",2 E Street Rd,,Feasterville,PA,19053,,800-663-5633,E,,Public,,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,40.150601,-75.002283,2023-02-27,148183,2023-02-27 23:02:24 UTC,,,,2011-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,
ELEC,Pointe@WChester,890 South Matlack Street,,West Chester,PA,19382,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,39.945759,-75.587597,2023-02-27,148185,2023-02-27 23:02:50 UTC,,,,2011-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$3.00/Hr Variable Parking Fee, $0.00-$0.50/kWh Variable Energy Fee",,,,,,,,,,,,,,
ELEC,430901 : Dalian on the Park,500 North 21st Street,,Philadelphia,PA,19130,,800-663-5633,E,,Public,,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,39.962913,-75.173195,2023-02-27,148195,2023-02-27 22:59:54 UTC,,,,2019-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,
ELEC,East Market - Tesla Supercharger,34 South 11th Street,,Philadelphia,PA,19107,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-8,39.951387,-75.158569,2022-10-03,149343,2022-12-01 17:40:26 UTC,P,,,2019-09-30,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,Phoenixville Borough - Taylor Alley Parking Lot,300 Mill St,Taylor Alley & Mill St,Phoenixville,PA,19460,,610-933-8801,E,,Public,24 hours daily; Also accepts Passport Parking App,,,,,,2,,,Non-Networked,,GPS,40.13432680108671,-75.51693419245147,2022-10-11,149393,2023-02-14 15:54:11 UTC,LG,,,2020-06-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free; parking fee,,,,,,,,,,false,,,,
ELEC,NORTHWESTERNREC CO-OP OFFICE,22534 State Rte 86,,Cambridge Springs,PA,16403,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.78733,-80.06426,2023-02-27,149443,2023-02-27 23:18:56 UTC,,,,2019-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEFC STATION 1,419 Pierson Rd,,Lititz,PA,17543,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.148733,-76.283784,2023-02-27,149778,2023-02-27 23:19:15 UTC,,,,2019-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OLDE HICKORY OLDEHICKORY,705b Olde Hickory Rd,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.087595,-76.283742,2023-02-27,149799,2023-02-27 23:19:22 UTC,,,,2019-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,St. Lukes Hospital - Anderson Campus,1872 St. Luke's Blvd,.||,Easton,PA,18045,,888-998-2546,E,,Public,,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,40.649255,-75.28825,2023-02-27,150288,2023-02-27 23:00:56 UTC,,,,2019-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,LYNNEWOOD GARDE LYNNEWOOD,1950 Ashbourne Rd,,Elkins Park,PA,19027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.076307,-75.146003,2023-02-27,150350,2023-02-27 23:19:16 UTC,,,,2019-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Hamanassett Bed & Breakfast - Tesla Destination,115 Indian Springs Dr,,Media,PA,19063,,610-459-3000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Non-Networked,,200-9,39.900218,-75.474643,2020-11-03,150498,2021-06-07 17:08:43 UTC,P,,,2019-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Allegheny College - Tesla Destination,520 N Main St,,Meadville,PA,16335,,814-332-2862  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.649703,-80.143302,2022-10-06,150563,2023-01-18 15:15:20 UTC,P,,,2019-08-07,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Walnut Street Garage - Tesla Destination,33 West Walnut St,,Bethlehem,PA,18018,,610-865-7123  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.621381,-75.379845,2022-10-06,150606,2023-01-18 15:15:20 UTC,P,,,2019-04-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Lake Moc-A-Tek Inn - Tesla Destination,159 Purdytown Tpke,,Lakeville,PA,18438,,570-226-9717  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.427925,-75.285364,2022-10-06,150623,2023-01-18 15:15:20 UTC,P,,,2019-06-12,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Sheraton Suites Philadelphia Airport - Tesla Destination,4101 B Island Ave,,Philadelphia,PA,19153,,215-365-6600  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.8901483,-75.231638,2022-10-06,150656,2023-01-18 15:15:20 UTC,P,,,2019-04-05,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,EAST CAMPUS GAR STATION 4,5040 Forbes Ave,,Pittsburgh,PA,15213,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.44387,-79.940985,2023-02-27,150788,2023-02-27 23:19:37 UTC,,,,2019-12-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,APPALACHIAN HD DCFAST HOG,6695 Carlisle Pike,,Mechanicsburg,PA,17050,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.239098,-77.05115,2023-02-27,150790,2023-02-27 23:19:37 UTC,,,,2019-12-24,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ONEOXFORDCENTRE STATION 4,339 Cherry Way,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.437941,-79.999039,2023-02-27,150792,2023-02-27 23:19:32 UTC,,,,2019-12-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LGT MUNICIPAL SITE,1130 N Bethlehem Pike,,Spring House,PA,19477,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.188425,-75.225781,2023-02-27,151961,2023-02-27 23:19:23 UTC,,,,2020-01-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BORO OF OXFORD 1ST FLR STATION,1 OCTORARO ALLEY,,Oxford,PA,19363,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.785196,-75.980071,2023-02-27,152047,2023-02-27 23:19:34 UTC,,,,2020-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEHIGH IACOCCA HALL,111 Research Dr,,Bethlehem,PA,18015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.60222,-75.36011,2023-02-27,152100,2023-02-27 23:19:44 UTC,,,,2020-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EASTSIDE BOND BOND GARAGE 3,6105 Spirit St,,Pittsburgh,PA,15206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.459914,-79.923095,2023-02-27,152103,2023-02-27 23:19:42 UTC,,,,2020-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEVEL6CARCHARGE LEVEL-7-L4,777 Casino Dr,,Pittsburgh,PA,15212,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.447722,-80.022612,2023-02-27,152105,2023-02-27 23:19:42 UTC,,,,2020-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KRE MFA STATION 1,4883 Riley Rd,,Bethlehem,PA,18020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.652052,-75.294725,2023-02-27,152113,2023-02-27 23:19:20 UTC,,,,2020-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEHIGH FARRINGTON SQ,4 Farrington Square,,Bethlehem,PA,18015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.6093,-75.37896,2023-02-27,152230,2023-02-27 23:19:46 UTC,,,,2020-01-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KRE WILLOW POINTE 2,2405 Maryland Rd,,Willow Grove,PA,19090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.158462,-75.133328,2023-02-27,152275,2023-02-27 23:22:48 UTC,,,,2020-01-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CHESTNUT ST EV BICENTENNIAL,20 S High St,,West Chester,PA,19382,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.959225,-75.604248,2023-02-27,152322,2023-02-27 23:19:47 UTC,,,,2020-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HIGH HOTELS READING,2801 Papermill Rd,,Reading,PA,19610,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.361902,-75.987814,2023-02-27,152351,2023-02-27 23:19:39 UTC,,,,2020-01-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SHERATON ERIE STATION 1,55 West Bay Road,,Erie,PA,16507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.13695,-80.09171,2023-02-27,152384,2023-02-27 23:19:39 UTC,,,,2020-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AER AEC SHIP DIST,10 Duncan Rd,,Shippensburg,PA,17257,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.089756,-77.47645,2023-02-27,152406,2023-02-27 23:19:17 UTC,,,,2020-01-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STOURBRIDGE STATION #1,646 W Park St,,Honesdale,PA,18431,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.574297,-75.261427,2023-02-27,152439,2023-02-27 23:19:30 UTC,,,,2020-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Faros Properties,100 S Commons,,Pittsburgh,PA,15212,,855-900-7584,E,,Public,24 hours daily,,,,,,10,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-9,40.451331,-80.004683,2023-02-27,152541,2023-02-27 23:38:32 UTC,,,,2020-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HIGHWOODS RTP HIGHWOODS PPG2,5 PPG Pl,,Pittsburgh,PA,15222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.439305,-80.003273,2023-02-27,153014,2023-02-27 23:19:45 UTC,,,,2020-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DenLee Music School,164 Edgewood Dr,,Ambler,PA,19002,,,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,6,2,,,Non-Networked,,200-9,40.160142,-75.222233,2022-11-10,153028,2023-02-14 15:54:11 UTC,P,,,2013-01-01,,,,,J1772 NEMA515,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,AMBLER RACE,157 Race St,,Ambler,PA,19002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.156304,-75.22016,2023-02-27,153092,2023-02-27 23:20:00 UTC,,,,2020-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMBLER POPLAR,113 Poplar St,,Ambler,PA,19002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.153279,-75.221261,2023-02-27,153093,2023-02-27 23:20:00 UTC,,,,2020-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEHIGH ZOELLNER GARAGE,420 E Packer Ave,,Bethlehem,PA,18015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.608133,-75.372385,2023-02-27,153096,2023-02-27 23:19:44 UTC,,,,2020-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AMISHVIEW INN AVI 3,3125 Old Philadelphia Pike,,Bird in Hand,PA,17505,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.039166,-76.140293,2023-02-27,153180,2023-02-27 23:20:02 UTC,,,,2020-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,3RD AND NORTH STATION 1,700 N 3rd St,,Harrisburg,PA,17102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.26534,-76.885691,2023-02-27,153265,2023-02-27 23:20:04 UTC,,,,2020-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz - Tesla Supercharger,1931 Butler Pike,,Grove City,PA,16127,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,41.143769,-80.156865,2022-10-03,153542,2022-12-01 17:40:26 UTC,P,,,2020-02-20,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,AER LIBERTY RESORT1,125 Sanders Rd,,Fairfield,PA,17320,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.76532,-77.37547,2023-02-27,153710,2023-02-27 23:20:28 UTC,,,,2020-02-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SKYE 750 WAYNE,750 Moore Rd,,King of Prussia,PA,19406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.100433,-75.411378,2023-02-27,154073,2023-02-27 23:20:27 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz - Tesla Supercharger,105 Maynard Street,,Williamsport,PA,17701,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,41.232412,-77.020248,2022-10-03,154207,2022-12-01 17:40:26 UTC,P,,,2020-02-28,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,Weavers Way Co-op,217 E Butler Ave,,Ambler,PA,19002,,215-302-5550,E,,Public - Card key at all times,7am-12pm daily; Press 2 + enter for left charger; Press 1+ enter for the right on the key pad to activate,,,,,,2,,,Non-Networked,,GPS,40.156369,-75.218919,2022-10-11,154265,2023-02-14 15:54:11 UTC,P,,,2019-12-01,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,COOP,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,PNC BANK 3PNC STATION 2,225 Fifth Ave,,Pittsburgh,PA,15222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.441738,-80.001716,2023-02-27,154339,2023-02-27 23:19:58 UTC,,,,2020-03-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AER HICKORY BRIDGE,96 Hickory Bridge Rd,,Orrtanna,PA,17353,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.84022,-77.368,2023-02-27,154481,2023-02-27 23:20:54 UTC,,,,2020-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HERSHEY CAMPUS WESTVIEW 3,30 Conference Dr,,Hershey,PA,17033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.264185,-76.682635,2023-02-27,154482,2023-02-27 23:20:08 UTC,,,,2020-03-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Reserve at Harpers Crossing,100 Harper's Crossing,Chargers under repair.||,Langhorne,PA,19047,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.193534,-74.883051,2023-02-27,154553,2023-02-27 23:00:44 UTC,,,,2020-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,
ELEC,Sheetz - Tesla Supercharger,518 Greenfield Road,,Lancaster,PA,17601,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.052926,-76.255235,2022-10-03,154656,2022-12-01 17:40:26 UTC,P,,,2020-03-20,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,
ELEC,BMW FACILITIES NAZARETH 01,3819 Prologis Pkwy,,Easton,PA,18045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.72123,-75.288891,2023-02-27,154706,2023-02-27 23:05:42 UTC,,,,2020-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MIDDLETOWN TWP STATION 2,5 Municipal Way,,Langhorne,PA,19047,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.183192,-74.906105,2023-02-27,154783,2023-02-27 23:20:54 UTC,,,,2020-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NORTHAMPTON CO. DHS BUILDING,2801 Emrick Blvd,,Bethlehem,PA,18020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.661486,-75.295847,2023-02-27,154817,2023-02-27 23:20:43 UTC,,,,2020-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AER AEC YORK DIST1,200 Trinity Rd,,York,PA,17408,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.93093,-76.80651,2023-02-27,155155,2023-02-27 23:21:07 UTC,,,,2020-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RI COLLEGEVILLE STATION 2,500 Campus Drive,,Collegeville,PA,19426,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.159226,-75.470625,2023-02-27,155248,2023-02-27 23:12:44 UTC,,,,2020-04-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,State Farm Insurance,129 S Jennersville Rd,,West Grove,PA,19390,,610-345-1101,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,39.81948,-75.870891,2023-01-10,155272,2023-02-14 15:54:11 UTC,P,,,2019-07-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Fairfield Inn & Suites - Towanda,1248 Golden Mile Rd,,Towanda,PA,18848,,570-265-5553,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-9,41.770824,-76.413171,2022-08-10,155310,2023-02-14 15:54:11 UTC,P,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,MYERSTOWN BORO MYERSTOWN STA1,6 E Main Ave,,Myerstown,PA,17067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.375266,-76.302938,2023-02-27,155464,2023-02-27 23:21:13 UTC,,,,2020-04-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HIGH ASSOCIATES HIGH BLDG 37,1853 William Penn Way,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.0529,-76.248712,2023-02-27,155528,2023-02-27 23:21:13 UTC,,,,2020-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MCC Material Resources Center - Ephrata,517 W Trout Run Rd,,Ephrata,PA,17522,,717-733-2847,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,40.19252,-76.182633,2022-10-11,155562,2023-02-14 15:54:11 UTC,P,,,2020-01-01,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,SOLAR,false,,,,
ELEC,Cowans Gap State Park,6235 Aughwick Rd,,Fort Loudon,PA,17224,,717-485-3948,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,39.995161,-77.924212,2023-01-10,155661,2023-02-14 15:54:11 UTC,SG,,,2019-03-15,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Lackawanna State Park,Fairground Hill Rd,,Dalton,PA,18414,,717-783-3349,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,41.559333,-75.716806,2023-01-10,155662,2023-02-14 15:54:11 UTC,SG,,,2018-11-27,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,
ELEC,Giant Eagle #63 - Greenfield,4250 Murray Ave,,Pittsburgh,PA,15217,,412-421-6472,E,,Public,24 hours daily; customer use only,,,,,,1,,,Non-Networked,,200-9,40.422266,-79.929478,2022-10-11,156107,2023-02-14 15:54:11 UTC,P,,,2011-11-17,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,true,,,,
ELEC,Staybridge Suites Harrisburg Hershey,920 Wildwood Park Dr,,Harrisburg,PA,17110,,717-233-3304,E,,Public - Call ahead,24 hours daily; guest use only,,,,,,4,,,Non-Networked,,GPS,40.290203,-76.886637,2022-10-11,156257,2023-02-14 15:54:11 UTC,P,,,2020-05-08,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,,,,,,,,,,,true,,,,
ELEC,Turner Chevrolet,1251 Paxton St,,Harrisburg,PA,17104,,866-629-7151,E,,Public,Dealership business hours; customer use only,,,,,,1,1,,Non-Networked,,GPS,40.255513,-76.866263,2023-01-10,156258,2023-02-14 15:54:11 UTC,P,,,2020-05-08,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,
ELEC,Comfort Inn and Suites Harrisburg Airport,1589 W Harrisburg Pike,,Middletown,PA,17057,,717-857-8776,E,,Public,24 hours daily; guest use only,,,,,,2,,,Non-Networked,,GPS,40.200148,-76.757801,2022-10-11,156259,2023-02-14 15:54:11 UTC,P,,,2020-05-08,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,
ELEC,Londonderry Village,1200 Grubb Rd,,Palmyra,PA,17078,,717-838-5406,E,,Public,24 hours daily; residential use only,,,,,,2,,,Non-Networked,,GPS,40.301698,-76.573607,2022-10-11,156260,2023-02-14 15:54:11 UTC,P,,,2020-05-08,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,true,,,,
